id,timestamp,sender,message,reply_to,reaction
318,2026-01-01 18:34:00,acc2,I think today's episode was incredible! ⚡,302,😮
319,2026-01-01 18:36:00,acc3,Who's your favorite character from Haikyuu!!? 🎉,307,
320,2026-01-01 18:38:00,acc4,"Quote of the day: ""Power comes in response to a need."" 🙌",,❤️
321,2026-01-01 18:40:00,acc1,No spoilers please! 😭,319,😮
322,2026-01-01 18:42:00,acc2,Opening theme has been stuck in my head. 🤔,,😂
323,2026-01-01 18:44:00,acc3,Opening theme has been stuck in my head. 🙌,,😎
324,2026-01-01 18:46:00,acc4,"Quote of the day: ""A lesson without pain is meaningless."" 🎉",317,❤️
325,2026-01-01 18:48:00,acc1,Opening theme has been stuck in my head. 😂,,😎
326,2026-01-01 18:50:00,acc2,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🔥,,😎
327,2026-01-01 18:52:00,acc3,Opening theme has been stuck in my head. 🙌,325,😎
328,2026-01-01 18:54:00,acc4,No spoilers please! 🔥,,
329,2026-01-01 18:56:00,acc1,Who's your favorite character from Naruto? 💯,319,😮
330,2026-01-01 18:58:00,acc2,My favorite moment in One Piece still gives me chills 👀,,👏
331,2026-01-01 19:00:00,acc3,My favorite moment in Bleach still gives me chills 📚,322,👍
332,2026-01-01 19:02:00,acc4,Random anime fact: One Piece is among the best-selling manga series. 🎉,327,💯
333,2026-01-01 19:04:00,acc1,That animation quality was insane! 🍜,,😎
334,2026-01-01 19:06:00,acc2,Random anime fact: Many anime openings become chart-topping songs. 😂,324,😎
335,2026-01-01 19:08:00,acc3,Anyone watching Jujutsu Kaisen lately? 🍜,323,😭
336,2026-01-01 19:10:00,acc4,"Quote of the day: ""The world isn't perfect, but it's beautiful."" 🍜",,👏
337,2026-01-01 19:12:00,acc1,My favorite moment in Jujutsu Kaisen still gives me chills 📚,,💯
338,2026-01-01 19:14:00,acc2,My favorite moment in One Piece still gives me chills 😂,329,
339,2026-01-01 19:16:00,acc3,I'm rewatching Naruto this weekend. 😭,,🔥
340,2026-01-01 19:18:00,acc4,"Quote of the day: ""Keep moving forward."" 😎",335,
341,2026-01-01 19:20:00,acc1,I think today's episode was incredible! 🎉,,😂
342,2026-01-01 19:22:00,acc2,Anyone watching Hunter x Hunter lately? 😎,335,😂
343,2026-01-01 19:24:00,acc3,I think today's episode was incredible! 😀,337,💯
344,2026-01-01 19:26:00,acc4,Random anime fact: Many anime openings become chart-topping songs. 😭,,😂
345,2026-01-01 19:28:00,acc1,Random anime fact: Voice actors in Japan are called seiyuu. 😎,343,👍
346,2026-01-01 19:30:00,acc2,Random anime fact: One Piece is among the best-selling manga series. ✨,,😮
347,2026-01-01 19:32:00,acc3,I'm rewatching Fullmetal Alchemist this weekend. 📚,332,😎
348,2026-01-01 19:34:00,acc4,Opening theme has been stuck in my head. 😭,345,❤️
349,2026-01-01 19:36:00,acc1,I'm rewatching Fullmetal Alchemist this weekend. ❤️,,👏
350,2026-01-01 19:38:00,acc2,"Quote of the day: ""A lesson without pain is meaningless."" 📚",335,😭
351,2026-01-01 19:40:00,acc3,"Quote of the day: ""Keep moving forward."" 🙌",,🔥
352,2026-01-01 19:42:00,acc4,No spoilers please! ⚡,340,😮
353,2026-01-01 19:44:00,acc1,My favorite moment in Dragon Ball still gives me chills ⚡,348,😭
354,2026-01-01 19:46:00,acc2,That animation quality was insane! 🤔,,🔥
355,2026-01-01 19:48:00,acc3,Opening theme has been stuck in my head. ✨,345,😮
356,2026-01-01 19:50:00,acc4,That animation quality was insane! ❤️,343,😭
357,2026-01-01 19:52:00,acc1,I'm rewatching Solo Leveling this weekend. 🙌,352,👏
358,2026-01-01 19:54:00,acc2,Random anime fact: Voice actors in Japan are called seiyuu. ⚡,350,👍
359,2026-01-01 19:56:00,acc3,Anyone watching Naruto lately? 🎉,,🔥
360,2026-01-01 19:58:00,acc4,"Quote of the day: ""A lesson without pain is meaningless."" 😀",349,👍
361,2026-01-01 20:00:00,acc1,Anyone watching Death Note lately? 😀,351,👍
362,2026-01-01 20:02:00,acc2,Who's your favorite character from One Piece? ✨,,💯
363,2026-01-01 20:04:00,acc3,Random anime fact: Did you know? Anime is often adapted from manga or light novels. ✨,,
364,2026-01-01 20:06:00,acc4,That animation quality was insane! 🎉,,💯
365,2026-01-01 20:08:00,acc1,"Quote of the day: ""A lesson without pain is meaningless."" 🙌",,❤️
366,2026-01-01 20:10:00,acc2,That animation quality was insane! 😭,350,👍
367,2026-01-01 20:12:00,acc3,That animation quality was insane! 🍜,356,
368,2026-01-01 20:14:00,acc4,"Quote of the day: ""People's dreams never end."" ❤️",363,
369,2026-01-01 20:16:00,acc1,My favorite moment in Death Note still gives me chills 📚,357,😎
370,2026-01-01 20:18:00,acc2,"Quote of the day: ""Power comes in response to a need."" 😀",366,💯
371,2026-01-01 20:20:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 👀",368,💯
372,2026-01-01 20:22:00,acc4,My favorite moment in Solo Leveling still gives me chills 🎉,361,👍
373,2026-01-01 20:24:00,acc1,My favorite moment in Attack on Titan still gives me chills 🍜,,
374,2026-01-01 20:26:00,acc2,Who's your favorite character from Haikyuu!!? 💯,365,😭
375,2026-01-01 20:28:00,acc3,That animation quality was insane! 😭,,
376,2026-01-01 20:30:00,acc4,"Quote of the day: ""Keep moving forward."" 😎",361,😮
377,2026-01-01 20:32:00,acc1,That animation quality was insane! 🙌,,❤️
378,2026-01-01 20:34:00,acc2,I think today's episode was incredible! ⚡,363,😂
379,2026-01-01 20:36:00,acc3,No spoilers please! ⚡,369,❤️
380,2026-01-01 20:38:00,acc4,My favorite moment in One Piece still gives me chills ✨,376,👏
381,2026-01-01 20:40:00,acc1,That animation quality was insane! 😭,376,😎
382,2026-01-01 20:42:00,acc2,That animation quality was insane! 🔥,,😮
383,2026-01-01 20:44:00,acc3,My favorite moment in Frieren still gives me chills 🔥,,😮
384,2026-01-01 20:46:00,acc4,My favorite moment in Vinland Saga still gives me chills 🎉,,🔥
385,2026-01-01 20:48:00,acc1,I'm rewatching Death Note this weekend. ❤️,,😮
386,2026-01-01 20:50:00,acc2,Opening theme has been stuck in my head. 🍜,,👏
387,2026-01-01 20:52:00,acc3,Opening theme has been stuck in my head. 🍜,,👏
388,2026-01-01 20:54:00,acc4,That animation quality was insane! 🔥,376,😭
389,2026-01-01 20:56:00,acc1,That animation quality was insane! 😎,,
390,2026-01-01 20:58:00,acc2,No spoilers please! 🔥,,😭
391,2026-01-01 21:00:00,acc3,My favorite moment in Fullmetal Alchemist still gives me chills 🍜,387,💯
392,2026-01-01 21:02:00,acc4,Who's your favorite character from Death Note? ❤️,387,💯
393,2026-01-01 21:04:00,acc1,I'm rewatching Haikyuu!! this weekend. 👀,385,😎
394,2026-01-01 21:06:00,acc2,I think today's episode was incredible! 🎉,390,😎
395,2026-01-01 21:08:00,acc3,I think today's episode was incredible! 💯,,
396,2026-01-01 21:10:00,acc4,I think today's episode was incredible! 🎉,386,❤️
397,2026-01-01 21:12:00,acc1,No spoilers please! ❤️,389,
398,2026-01-01 21:14:00,acc2,I'm rewatching Hunter x Hunter this weekend. 😭,391,😎
399,2026-01-01 21:16:00,acc3,My favorite moment in Jujutsu Kaisen still gives me chills ⚡,,❤️
400,2026-01-01 21:18:00,acc4,Who's your favorite character from Attack on Titan? 🤔,,🔥
401,2026-01-01 21:20:00,acc1,I'm rewatching Death Note this weekend. 😂,392,👏
402,2026-01-01 21:22:00,acc2,My favorite moment in Bleach still gives me chills 🎉,,👏
403,2026-01-01 21:24:00,acc3,"Quote of the day: ""A lesson without pain is meaningless."" 📚",395,😂
404,2026-01-01 21:26:00,acc4,"Quote of the day: ""The world isn't perfect, but it's beautiful."" ⚡",398,😂
405,2026-01-01 21:28:00,acc1,Anyone watching Demon Slayer lately? 😭,403,🔥
406,2026-01-01 21:30:00,acc2,Anyone watching My Hero Academia lately? 😭,393,😮
407,2026-01-01 21:32:00,acc3,No spoilers please! 🎉,,👏
408,2026-01-01 21:34:00,acc4,I'm rewatching Fullmetal Alchemist this weekend. 😎,402,👏
409,2026-01-01 21:36:00,acc1,My favorite moment in Haikyuu!! still gives me chills 👀,,😭
410,2026-01-01 21:38:00,acc2,Opening theme has been stuck in my head. 📚,404,😂
411,2026-01-01 21:40:00,acc3,My favorite moment in Solo Leveling still gives me chills 😎,,😂
412,2026-01-01 21:42:00,acc4,Opening theme has been stuck in my head. 🔥,,😂
413,2026-01-01 21:44:00,acc1,Random anime fact: Many anime openings become chart-topping songs. 🙌,404,😮
414,2026-01-01 21:46:00,acc2,I'm rewatching Jujutsu Kaisen this weekend. 🍜,411,👏
415,2026-01-01 21:48:00,acc3,That animation quality was insane! ❤️,407,😭
416,2026-01-01 21:50:00,acc4,I'm rewatching Vinland Saga this weekend. 😭,401,
417,2026-01-01 21:52:00,acc1,Who's your favorite character from One Piece? 😀,,😮
418,2026-01-01 21:54:00,acc2,I'm rewatching Demon Slayer this weekend. 🙌,403,
419,2026-01-01 21:56:00,acc3,I think today's episode was incredible! 🍜,415,👍
420,2026-01-01 21:58:00,acc4,My favorite moment in My Hero Academia still gives me chills 😭,414,🔥
421,2026-01-01 22:00:00,acc1,I think today's episode was incredible! 😎,406,😭
422,2026-01-01 22:02:00,acc2,Opening theme has been stuck in my head. 🎉,419,
423,2026-01-01 22:04:00,acc3,"Quote of the day: ""Keep moving forward."" 🔥",419,👍
424,2026-01-01 22:06:00,acc4,No spoilers please! 👀,,😮
425,2026-01-01 22:08:00,acc1,No spoilers please! 🍜,419,❤️
426,2026-01-01 22:10:00,acc2,Random anime fact: One Piece is among the best-selling manga series. 😎,412,🔥
427,2026-01-01 22:12:00,acc3,"Quote of the day: ""Power comes in response to a need."" 🍜",421,💯
428,2026-01-01 22:14:00,acc4,Who's your favorite character from Death Note? 💯,418,😭
429,2026-01-01 22:16:00,acc1,No spoilers please! 😭,424,👏
430,2026-01-01 22:18:00,acc2,Anyone watching My Hero Academia lately? 👀,427,❤️
431,2026-01-01 22:20:00,acc3,My favorite moment in My Hero Academia still gives me chills 🍜,421,🔥
432,2026-01-01 22:22:00,acc4,I think today's episode was incredible! 😎,421,😎
433,2026-01-01 22:24:00,acc1,I think today's episode was incredible! 🎉,429,👍
434,2026-01-01 22:26:00,acc2,My favorite moment in Naruto still gives me chills 😀,420,😭
435,2026-01-01 22:28:00,acc3,Random anime fact: Did you know? Anime is often adapted from manga or light novels. ❤️,423,😂
436,2026-01-01 22:30:00,acc4,My favorite moment in Steins;Gate still gives me chills 😎,,😂
437,2026-01-01 22:32:00,acc1,"Quote of the day: ""Power comes in response to a need."" 🙌",,❤️
438,2026-01-01 22:34:00,acc2,My favorite moment in Attack on Titan still gives me chills ⚡,,🔥
439,2026-01-01 22:36:00,acc3,I think today's episode was incredible! 🙌,436,💯
440,2026-01-01 22:38:00,acc4,That animation quality was insane! ❤️,,❤️
441,2026-01-01 22:40:00,acc1,Who's your favorite character from Attack on Titan? 📚,,😂
442,2026-01-01 22:42:00,acc2,Anyone watching Jujutsu Kaisen lately? 👀,428,😭
443,2026-01-01 22:44:00,acc3,Random anime fact: Many anime openings become chart-topping songs. 💯,436,😭
444,2026-01-01 22:46:00,acc4,My favorite moment in Fullmetal Alchemist still gives me chills 🔥,434,👏
445,2026-01-01 22:48:00,acc1,Who's your favorite character from Vinland Saga? ❤️,432,😎
446,2026-01-01 22:50:00,acc2,Who's your favorite character from Frieren? 🍜,,
447,2026-01-01 22:52:00,acc3,Anyone watching Fullmetal Alchemist lately? 😎,443,🔥
448,2026-01-01 22:54:00,acc4,I'm rewatching Death Note this weekend. ❤️,433,😎
449,2026-01-01 22:56:00,acc1,That animation quality was insane! 🔥,442,💯
450,2026-01-01 22:58:00,acc2,I'm rewatching Dragon Ball this weekend. 🎉,446,❤️
451,2026-01-01 23:00:00,acc3,Who's your favorite character from One Piece? 😀,,👍
452,2026-01-01 23:02:00,acc4,No spoilers please! 💯,442,💯
453,2026-01-01 23:04:00,acc1,Opening theme has been stuck in my head. ✨,,❤️
454,2026-01-01 23:06:00,acc2,"Quote of the day: ""Keep moving forward."" 📚",440,😎
455,2026-01-01 23:08:00,acc3,My favorite moment in Solo Leveling still gives me chills 💯,,💯
456,2026-01-01 23:10:00,acc4,That animation quality was insane! 😂,,
457,2026-01-01 23:12:00,acc1,Anyone watching Naruto lately? 😂,452,👍
458,2026-01-01 23:14:00,acc2,No spoilers please! ✨,453,😮
459,2026-01-01 23:16:00,acc3,Who's your favorite character from Demon Slayer? 🙌,444,👍
460,2026-01-01 23:18:00,acc4,My favorite moment in Solo Leveling still gives me chills ✨,,
461,2026-01-01 23:20:00,acc1,I think today's episode was incredible! ✨,,
462,2026-01-01 23:22:00,acc2,My favorite moment in Demon Slayer still gives me chills 😎,456,❤️
463,2026-01-01 23:24:00,acc3,Anyone watching Hunter x Hunter lately? 😀,447,🔥
464,2026-01-01 23:26:00,acc4,Random anime fact: One Piece is among the best-selling manga series. 😭,,👍
465,2026-01-01 23:28:00,acc1,That animation quality was insane! ❤️,454,😮
466,2026-01-01 23:30:00,acc2,No spoilers please! 😂,450,😂
467,2026-01-01 23:32:00,acc3,My favorite moment in Hunter x Hunter still gives me chills 😭,464,😮
468,2026-01-01 23:34:00,acc4,I'm rewatching Frieren this weekend. ✨,,🔥
469,2026-01-01 23:36:00,acc1,Opening theme has been stuck in my head. 🙌,,👏
470,2026-01-01 23:38:00,acc2,"Quote of the day: ""Keep moving forward."" 🎉",,💯
471,2026-01-01 23:40:00,acc3,Anyone watching One Piece lately? 🤔,455,💯
472,2026-01-01 23:42:00,acc4,"Quote of the day: ""A lesson without pain is meaningless."" ✨",,👍
473,2026-01-01 23:44:00,acc1,Anyone watching Jujutsu Kaisen lately? 😂,471,😎
474,2026-01-01 23:46:00,acc2,My favorite moment in Vinland Saga still gives me chills ⚡,466,😂
475,2026-01-01 23:48:00,acc3,Anyone watching Haikyuu!! lately? 👀,,😂
476,2026-01-01 23:50:00,acc4,I think today's episode was incredible! 🍜,466,👏
477,2026-01-01 23:52:00,acc1,My favorite moment in Solo Leveling still gives me chills ❤️,463,
478,2026-01-01 23:54:00,acc2,I'm rewatching Attack on Titan this weekend. 🔥,468,❤️
479,2026-01-01 23:56:00,acc3,I'm rewatching Dragon Ball this weekend. 😎,,❤️
480,2026-01-01 23:58:00,acc4,Opening theme has been stuck in my head. 🍜,,👏
481,2026-01-02 00:00:00,acc1,That animation quality was insane! 🤔,475,😮
482,2026-01-02 00:02:00,acc2,I'm rewatching Steins;Gate this weekend. 😭,474,🔥
483,2026-01-02 00:04:00,acc3,Random anime fact: One Piece is among the best-selling manga series. 🎉,,👍
484,2026-01-02 00:06:00,acc4,That animation quality was insane! 🍜,,❤️
485,2026-01-02 00:08:00,acc1,"Quote of the day: ""People's dreams never end."" 😂",476,😂
486,2026-01-02 00:10:00,acc2,I'm rewatching Bleach this weekend. 😀,,
487,2026-01-02 00:12:00,acc3,Anyone watching Vinland Saga lately? ⚡,,💯
488,2026-01-02 00:14:00,acc4,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 📚,,😭
489,2026-01-02 00:16:00,acc1,Opening theme has been stuck in my head. 👀,,😮
490,2026-01-02 00:18:00,acc2,Anyone watching Death Note lately? ⚡,,💯
491,2026-01-02 00:20:00,acc3,No spoilers please! 💯,,😎
492,2026-01-02 00:22:00,acc4,No spoilers please! ⚡,481,
493,2026-01-02 00:24:00,acc1,Anyone watching Solo Leveling lately? 🔥,,🔥
494,2026-01-02 00:26:00,acc2,I'm rewatching One Piece this weekend. 🎉,490,
495,2026-01-02 00:28:00,acc3,"Quote of the day: ""People's dreams never end."" ❤️",,👍
496,2026-01-02 00:30:00,acc4,Random anime fact: Attack on Titan changed many viewers' expectations of anime. 🤔,,
497,2026-01-02 00:32:00,acc1,Opening theme has been stuck in my head. 📚,,👏
498,2026-01-02 00:34:00,acc2,I'm rewatching Jujutsu Kaisen this weekend. 🍜,484,😭
499,2026-01-02 00:36:00,acc3,Opening theme has been stuck in my head. ❤️,,😎
500,2026-01-02 00:38:00,acc4,Opening theme has been stuck in my head. 📚,,😂
501,2026-01-02 00:40:00,acc1,I think today's episode was incredible! 📚,,😂
502,2026-01-02 00:42:00,acc2,I think today's episode was incredible! 🍜,491,💯
503,2026-01-02 00:44:00,acc3,Random anime fact: Studio Ghibli films are famous for hand-drawn animation. 🤔,498,💯
504,2026-01-02 00:46:00,acc4,No spoilers please! 🔥,502,
505,2026-01-02 00:48:00,acc1,Random anime fact: Voice actors in Japan are called seiyuu. 🍜,,😮
506,2026-01-02 00:50:00,acc2,Opening theme has been stuck in my head. 🙌,,
507,2026-01-02 00:52:00,acc3,Opening theme has been stuck in my head. 🤔,,
508,2026-01-02 00:54:00,acc4,My favorite moment in Attack on Titan still gives me chills 🤔,,👏
509,2026-01-02 00:56:00,acc1,I think today's episode was incredible! 🍜,,😮
510,2026-01-02 00:58:00,acc2,Who's your favorite character from Fullmetal Alchemist? 🤔,505,👍
511,2026-01-02 01:00:00,acc3,That animation quality was insane! 🙌,509,💯
512,2026-01-02 01:02:00,acc4,That animation quality was insane! ✨,,😭
513,2026-01-02 01:04:00,acc1,Anyone watching Hunter x Hunter lately? 😂,,👏
514,2026-01-02 01:06:00,acc2,Random anime fact: Did you know? Anime is often adapted from manga or light novels. 🤔,500,❤️
515,2026-01-02 01:08:00,acc3,I'm rewatching Bleach this weekend. 👀,505,😂
516,2026-01-02 01:10:00,acc4,I think today's episode was incredible! 😂,,🔥
517,2026-01-02 01:12:00,acc1,No spoilers please! 🙌,,😮
518,2026-01-02 01:14:00,acc2,That animation quality was insane! 😀,515,😭
519,2026-01-02 01:16:00,acc3,That animation quality was insane! 😀,,
520,2026-01-02 01:18:00,acc4,"Quote of the day: ""People's dreams never end."" 😀",,😮
521,2026-01-02 01:20:00,acc1,That animation quality was insane! 😎,519,😮
522,2026-01-02 01:22:00,acc2,Random anime fact: Many anime openings become chart-topping songs. 😭,,💯
